department,Topic,Count,Name,Representation,Representative_Docs
MUMH: 6 East/IMC-HF,5,112,5_and shared the_shared the_a medical_and shared,"['and shared the', 'shared the', 'a medical', 'and shared', 'she had', 'old lady about', 'it was', 'it was a', '16 hours', 'medical assistant']","['I spoke to an old lady about becoming a medical assistant and the severance you need in a medical profession. She had worked in training medical assistants for 30 years and shared the importance of fighting through everyday because it’s what you care about. Her husband died when her oldest child was 3 years old and she had to work 16 hours a day to sustain her family. I was inspired by her story and shared the same with her. It was a great interaction!', 'I spoke to an old lady about becoming a medical assistant and the severance you need in a medical profession. She had worked in training medical assistants for 30 years and shared the importance of fighting through everyday because it’s what you care about. Her husband died when her oldest child was 3 years old and she had to work 16 hours a day to sustain her family. I was inspired by her story and shared the same with her. It was a great interaction!', 'I spoke to an old lady about becoming a medical assistant and the severance you need in a medical profession. She had worked in training medical assistants for 30 years and shared the importance of fighting through everyday because it’s what you care about. Her husband died when her oldest child was 3 years old and she had to work 16 hours a day to sustain her family. I was inspired by her story and shared the same with her. It was a great interaction!']"
MUMH: 6 East/IMC-HF,6,112,6_ur his_to man about_to man_talked to man,"['ur his', 'to man about', 'to man', 'talked to man', 'talked to', 'man about ur', 'man about', 'ur his family', 'his family', 'about ur his']","['Talked to man about ur his family', 'Talked to man about ur his family', 'Talked to man about ur his family']"
MUMH: 6 East/IMC-HF,7,97,7_and really_two shifts and_enjoyed interactingsharing more_and really enjoyed,"['and really', 'two shifts and', 'enjoyed interactingsharing more', 'and really enjoyed', 'enjoyed interactingsharing', 'in my', 'i met two', 'had met in', 'i had met', 'more stores']","['I met two of the same patients I had met in my past two shifts and really enjoyed interacting/sharing more stores with them.', 'I met two of the same patients I had met in my past two shifts and really enjoyed interacting/sharing more stores with them.', 'I met two of the same patients I had met in my past two shifts and really enjoyed interacting/sharing more stores with them.']"
MUMH: 6 East/IMC-HF,8,81,8_importance of_the importance of_the importance_a really,"['importance of', 'the importance of', 'the importance', 'a really', 'really long conversation', 'the nurses today', 'surgery and the', 'today about medicine', 'talked about the', 'medicine surgery and']","['I had a really long conversation with one of the nurses today about medicine, surgery, and the importance of empathy. We talked about the importance of building connections with patients and my interest in paediatrics.', 'I had a really long conversation with one of the nurses today about medicine, surgery, and the importance of empathy. We talked about the importance of building connections with patients and my interest in paediatrics.', 'I had a really long conversation with one of the nurses today about medicine, surgery, and the importance of empathy. We talked about the importance of building connections with patients and my interest in paediatrics.']"
MUMH: 6 East/IMC-HF,9,31,9_importance of_the importance of_the importance_a really,"['importance of', 'the importance of', 'the importance', 'a really', 'really long conversation', 'the nurses today', 'surgery and the', 'today about medicine', 'talked about the', 'medicine surgery and']","['I had a really long conversation with one of the nurses today about medicine, surgery, and the importance of empathy. We talked about the importance of building connections with patients and my interest in paediatrics.', 'I had a really long conversation with one of the nurses today about medicine, surgery, and the importance of empathy. We talked about the importance of building connections with patients and my interest in paediatrics.', 'I had a really long conversation with one of the nurses today about medicine, surgery, and the importance of empathy. We talked about the importance of building connections with patients and my interest in paediatrics.']"
MUMH: 6 East/IMC-HF,10,15,10_and really_two shifts and_enjoyed interactingsharing more_and really enjoyed,"['and really', 'two shifts and', 'enjoyed interactingsharing more', 'and really enjoyed', 'enjoyed interactingsharing', 'in my', 'i met two', 'had met in', 'i had met', 'more stores']","['I met two of the same patients I had met in my past two shifts and really enjoyed interacting/sharing more stores with them.', 'I met two of the same patients I had met in my past two shifts and really enjoyed interacting/sharing more stores with them.', 'I met two of the same patients I had met in my past two shifts and really enjoyed interacting/sharing more stores with them.']"
MGSH: O’Neill 4,0,335,0_attention the hospital_a patient_enjoyed the food_enjoyed the,"['attention the hospital', 'a patient', 'enjoyed the food', 'enjoyed the', 'hospital provided', 'attention the', 'and attention the', 'and attention', 'a patient enjoyed', 'food and']","['A patient enjoyed the food and attention the hospital provided', 'A patient enjoyed the food and attention the hospital provided', 'A patient enjoyed the food and attention the hospital provided']"
MGSH: O’Neill 4,1,334,1_were short_wait times for_wait times_times for both,"['were short', 'wait times for', 'wait times', 'times for both', 'times for', 'there were short', 'there were', 'short wait times', 'short wait', 'for both floors']","['There were short wait times for both floors', 'There were short wait times for both floors', 'There were short wait times for both floors']"
MGSH: O’Neill 4,2,317,2_and doctors were_doctors were_were pretty_was good and,"['and doctors were', 'doctors were', 'were pretty', 'was good and', 'was good', 'temperature was good', 'temperature was', 'were pretty fast', 'pretty fast', 'good and doctors']","['Temperature was good and doctors were pretty fast', 'Temperature was good and doctors were pretty fast', 'Temperature was good and doctors were pretty fast']"
MGSH: O’Neill 4,3,17,3_and doctors were_doctors were_were pretty_was good and,"['and doctors were', 'doctors were', 'were pretty', 'was good and', 'was good', 'temperature was good', 'temperature was', 'were pretty fast', 'pretty fast', 'good and doctors']","['Temperature was good and doctors were pretty fast', 'Temperature was good and doctors were pretty fast', 'Temperature was good and doctors were pretty fast']"
MUMH: 9 West,0,34,0_many patients one_lot with patients_restaurant recommendations_to touch her,"['many patients one', 'lot with patients', 'restaurant recommendations', 'to touch her', 'touch her', 'touch her fooddrinks', 'trust of', 'trust of many', 'want anyone', 'want anyone else']","[""I was able to significantly help out and gain the trust of many patients. One lady in particular didn't want anyone else to touch her food/drinks other than me. I also talked a lot with patients about Baltimore and got good restaurant recommendations!"", ""I was able to significantly help out and gain the trust of many patients. One lady in particular didn't want anyone else to touch her food/drinks other than me. I also talked a lot with patients about Baltimore and got good restaurant recommendations!"", ""I was able to significantly help out and gain the trust of many patients. One lady in particular didn't want anyone else to touch her food/drinks other than me. I also talked a lot with patients about Baltimore and got good restaurant recommendations!""]"
MUMH: 9 West,1,34,1_accommodating of needs_and accommodating_were quite_of needs,"['accommodating of needs', 'and accommodating', 'were quite', 'of needs', 'nurses were quite', 'were quite nice', 'nice and accommodating', 'and accommodating of', 'accommodating of', 'of needs nurses']","['Nurses were quite nice and accommodating of needs', 'Nurses were quite nice and accommodating of needs', 'Nurses were quite nice and accommodating of needs']"
MUMH: 9 West,2,34,2_always something_were very very_was always something_was always,"['always something', 'were very very', 'was always something', 'was always', 'very very kind', 'very very', 'there was always', 'there was', 'them with', 'that i could']","['Nurses were very very kind and there was always something that I could help them with.', 'Nurses were very very kind and there was always something that I could help them with.', 'Nurses were very very kind and there was always something that I could help them with.']"
MUMH: 9 West,3,34,3_and could_when nurses_truly become_the way to,"['and could', 'when nurses', 'truly become', 'the way to', 'to carry out', 'the team when', 'to look for', 'the team', 'truly become integrateda', 'way to']","['I felt that I had truly become integrated/a part of the team when nurses went out of the way to look for me and could rely on me to carry out tasks throughout the entire shift', 'I felt that I had truly become integrated/a part of the team when nurses went out of the way to look for me and could rely on me to carry out tasks throughout the entire shift', 'I felt that I had truly become integrated/a part of the team when nurses went out of the way to look for me and could rely on me to carry out tasks throughout the entire shift']"
MUMH: 9 West,4,34,4_me very helpful_who was telling_and she_helpful advice for,"['me very helpful', 'who was telling', 'and she', 'helpful advice for', 'with one nurse', 'how she became', 'me about', 'me about how', 'me as', 'me as a']","['Had a nice talk with one nurse who was telling me about how she became a nurse, and she gave me very helpful advice for me as a pre med student.', 'Had a nice talk with one nurse who was telling me about how she became a nurse, and she gave me very helpful advice for me as a pre med student.', 'Had a nice talk with one nurse who was telling me about how she became a nurse, and she gave me very helpful advice for me as a pre med student.']"
MUMH: 9 West,5,34,5_college and their_college and_going to college_going to,"['college and their', 'college and', 'going to college', 'going to', 'their love', 'for food', 'nephew going', 'nephew going to', 'patients about their', 'and their love']","['Patients - about their nephew going to college and their love for food.', 'Patients - about their nephew going to college and their love for food.', 'Patients - about their nephew going to college and their love for food.']"
MUMH: 9 West,6,34,6_shared many interesting_who shared many_to some nurses_to some,"['shared many interesting', 'who shared many', 'to some nurses', 'to some', 'their experience with', 'their experience', 'talked to some', 'talked to', 'stories about their', 'stories about']","['Talked to some nurses who shared many interesting stories about their experience with me.', 'Talked to some nurses who shared many interesting stories about their experience with me.', 'Talked to some nurses who shared many interesting stories about their experience with me.']"
MUMH: 9 West,7,34,7_communicating with both_comfortable with_much more comfortable_much more,"['communicating with both', 'comfortable with', 'much more comfortable', 'much more', 'more comfortable with', 'more comfortable', 'i be and', 'i be', 'staff and patients', 'communicating with']","['I be and much more comfortable with communicating with both staff and patients', 'I be and much more comfortable with communicating with both staff and patients', 'I be and much more comfortable with communicating with both staff and patients']"
MUMH: 9 West,8,33,8_enough to talk_talk and_enough to_kind enough to,"['enough to talk', 'talk and', 'enough to', 'kind enough to', 'were kind enough', 'kind enough', 'talk and give', 'to talk and', 'advice nurses', 'advice nurses were']","['Nurses were kind enough to talk and give me advice.', 'Nurses were kind enough to talk and give me advice.', 'Nurses were kind enough to talk and give me advice.']"
MUMH: 9 West,9,33,9_answered any questions_answered any_and answered any_and answered,"['answered any questions', 'answered any', 'and answered any', 'and answered', 'nurses very kind', 'nurses very', 'kind and answered', 'had nurses very', 'any questions', 'any questions i']","['Nurses very kind and answered any questions I had.', 'Nurses very kind and answered any questions I had.', 'Nurses very kind and answered any questions I had.']"
MUMH: 9 West,10,33,10_nurses are quite_nurses are_nice and attentive_are quite nice,"['nurses are quite', 'nurses are', 'nice and attentive', 'are quite nice', 'are quite', 'and attentive', 'attentive nurses are', 'attentive nurses', 'and attentive nurses', 'quite nice and']","['nurses are quite nice and attentive', 'nurses are quite nice and attentive', 'nurses are quite nice and attentive']"
MUMH: 9 West,11,33,11_that i had_that i_my most_most positive experience,"['that i had', 'that i', 'my most', 'most positive experience', 'the patient about', 'their hobby', 'about their hobby', 'their hobby of', 'hobby of fishing', 'hobby of']","['My most positive experience that I had today was that I had wonderful conversation with one of the patient about their hobby of fishing.', 'My most positive experience that I had today was that I had wonderful conversation with one of the patient about their hobby of fishing.', 'My most positive experience that I had today was that I had wonderful conversation with one of the patient about their hobby of fishing.']"
MUMH: 9 West,12,33,12_listen to patients_their hunting experience_story about their_story about,"['listen to patients', 'their hunting experience', 'story about their', 'story about', 'positive i got', 'positive i', 'patients story about', 'patients story', 'most positive i', 'to listen']","['Most positive, I got to listen to patient’s story about their hunting experience', 'Most positive, I got to listen to patient’s story about their hunting experience', 'Most positive, I got to listen to patient’s story about their hunting experience']"
MUMH: 9 West,13,33,13_was very helpful_nurse with_was very_very helpful for,"['was very helpful', 'nurse with', 'was very', 'very helpful for', 'with restocking', 'understanding the system', 'understanding the', 'the system', 'restocking items was', 'restocking items']","['Helped out a nurse with restocking items was very helpful for me in understanding the system.', 'Helped out a nurse with restocking items was very helpful for me in understanding the system.', 'Helped out a nurse with restocking items was very helpful for me in understanding the system.']"
MUMH: 9 West,14,33,14_very kind to_kind to_kind to answer_were very kind,"['very kind to', 'kind to', 'kind to answer', 'were very kind', 'answer any questions', 'had nurses were', 'to answer', 'to answer any', 'answer any', 'any questions']","['Nurses were very kind to answer any questions I had.', 'Nurses were very kind to answer any questions I had.', 'Nurses were very kind to answer any questions I had.']"
MUMH: 9 West,15,33,15_me when_i needed help_very friendly_today and were,"['me when', 'i needed help', 'very friendly', 'today and were', 'today and', 'to help me', 'to help', 'when i needed', 'were very friendly', 'needed help']","['Nurses were very friendly today and were happy to help me when I needed help', 'Nurses were very friendly today and were happy to help me when I needed help', 'Nurses were very friendly today and were happy to help me when I needed help']"
MUMH: 9 West,16,33,16_meet their_patient and_been hearing about_fun hanging out,"['meet their', 'patient and', 'been hearing about', 'fun hanging out', 'hearing about', 'was fun hanging', 'been hearing', 'and also i', 'and also', 'also i go']","['It was fun hanging out with one of the patient and also I go to meet their sister whom I had been hearing about.', 'It was fun hanging out with one of the patient and also I go to meet their sister whom I had been hearing about.', 'It was fun hanging out with one of the patient and also I go to meet their sister whom I had been hearing about.']"
MUMH: 9 West,17,33,17_the doctors_liked the doctors_liked the_the doctors approach,"['the doctors', 'liked the doctors', 'liked the', 'the doctors approach', 'doctors approach', 'doctors approach liked', 'approach liked the', 'approach liked', '', '']","['liked the doctors approach', 'liked the doctors approach', 'liked the doctors approach']"
MUMH: 9 West,18,33,18_of the nurses_had some wonderful_the clinic_some wonderful talk,"['of the nurses', 'had some wonderful', 'the clinic', 'some wonderful talk', 'some wonderful', 'nurses at the', 'the nurses at', 'i had some', 'wonderful talk with', 'nurses at']","['I had some wonderful talk with one of the nurses at the clinic.', 'I had some wonderful talk with one of the nurses at the clinic.', 'I had some wonderful talk with one of the nurses at the clinic.']"
MUMH: 9 West,19,33,19_me and were_were very patient_answer any general_any general,"['me and were', 'were very patient', 'answer any general', 'any general', 'any general questions', 'general questions', 'general questions i', 'very patient with', 'with me and', 'very patient']","['Nurses were very patient with me and were happy to answer any general questions I had.', 'Nurses were very patient with me and were happy to answer any general questions I had.', 'Nurses were very patient with me and were happy to answer any general questions I had.']"
MUMH: 9 West,20,33,20_helped her find_some tea and_nice lady some_nice lady,"['helped her find', 'some tea and', 'nice lady some', 'nice lady', 'made a nice', 'made a', 'lady some tea', 'lady some', 'her find and', 'her find']","['Made a nice lady some tea and helped her find and clean her dentures.', 'Made a nice lady some tea and helped her find and clean her dentures.', 'Made a nice lady some tea and helped her find and clean her dentures.']"
MUMH: 9 West,21,33,21_up on_patients fulfilled needs_patients fulfilled_on patients fulfilled,"['up on', 'patients fulfilled needs', 'patients fulfilled', 'on patients fulfilled', 'on patients', 'nurses checking up', 'nurses checking', 'up on patients', 'fulfilled needs', 'checking up on']","['nurses checking up on patients, fulfilled needs', 'nurses checking up on patients, fulfilled needs', 'nurses checking up on patients, fulfilled needs']"
MUMH: 9 West,22,33,22_keep company also_with two_their story and_the patients it,"['keep company also', 'with two', 'their story and', 'the patients it', 'to hear their', 'their story', 'today i had', 'to hear', 'story and keep', 'today i']","['Today, I had about hour long conversations with two of the patients. It was really great being able to hear their story and keep company. Also I learned a lot from the nurses.', 'Today, I had about hour long conversations with two of the patients. It was really great being able to hear their story and keep company. Also I learned a lot from the nurses.', 'Today, I had about hour long conversations with two of the patients. It was really great being able to hear their story and keep company. Also I learned a lot from the nurses.']"
MUMH: 9 West,23,33,23_and quick_very efficient and_no patient felt_needs today no,"['and quick', 'very efficient and', 'no patient felt', 'needs today no', 'and quick to', 'had to wait', 'had to', 'cater to', 'quick to', 'efficient and quick']","['Nurses were very efficient and quick to cater to patients needs today no patient felt that they had to wait.', 'Nurses were very efficient and quick to cater to patients needs today no patient felt that they had to wait.', 'Nurses were very efficient and quick to cater to patients needs today no patient felt that they had to wait.']"
MUMH: 9 West,24,33,24_were very happy_very happy_talk to_talk to me,"['were very happy', 'very happy', 'talk to', 'talk to me', 'to me', 'to me and', 'me and give', 'to talk to', 'very happy to', 'happy to talk']","['Nurses were very happy to talk to me and give me advice about being a pre med student.', 'Nurses were very happy to talk to me and give me advice about being a pre med student.', 'Nurses were very happy to talk to me and give me advice about being a pre med student.']"
MUMH: 9 West,25,33,25_that i_a patient_most positive event_i had met,"['that i', 'a patient', 'most positive event', 'i had met', 'me was today', 'had met before', 'had met', 'for me was', 'event for me', 'patients specifically']","['The most positive event for me was today was that I was able to talk with patients. Specifically a patient that I had met before.', 'The most positive event for me was today was that I was able to talk with patients. Specifically a patient that I had met before.', 'The most positive event for me was today was that I was able to talk with patients. Specifically a patient that I had met before.']"
MUMH: 9 West,26,33,26_when they were_even when they_kind and were_when they,"['when they were', 'even when they', 'kind and were', 'when they', 'they were', 'they were busy', 'had even when', 'had even', 'i had even', 'even when']","['Nurses were very kind and were happy to answer any questions I had even when they were busy.', 'Nurses were very kind and were happy to answer any questions I had even when they were busy.', 'Nurses were very kind and were happy to answer any questions I had even when they were busy.']"
MUMH: 9 West,27,33,27_me advice as_even gave_some even gave_kind and some,"['me advice as', 'even gave', 'some even gave', 'kind and some', 'gave me advice', 'even gave me', 'some even', 'and some even', 'and some', 'advice as a']","['Nurses were very kind and some even gave me advice as a pre med student.', 'Nurses were very kind and some even gave me advice as a pre med student.', 'Nurses were very kind and some even gave me advice as a pre med student.']"
MUMH: 9 West,28,33,28_positive interactions with_positive interactions_interactions with nurses_interactions with,"['positive interactions with', 'positive interactions', 'interactions with nurses', 'interactions with', 'with nurses positive', 'nurses positive interactions', 'nurses positive', 'with nurses', '', '']","['positive interactions with nurses', 'positive interactions with nurses', 'positive interactions with nurses']"
MUMH: 9 West,29,33,29_of the people_people there_the people there_the people,"['of the people', 'people there', 'the people there', 'the people', 'people there i', 'there i had', 'there i', 'conversation with one', 'wonderful conversation with', 'had wonderful conversation']","['I had wonderful conversation with one of the people there.', 'I had wonderful conversation with one of the people there.', 'I had wonderful conversation with one of the people there.']"
MUMH: 9 West,30,18,30_were kind to_were kind_nurses were kind_kind to answer,"['were kind to', 'were kind', 'nurses were kind', 'kind to answer', 'kind to', 'answer any questions', 'had nurses were', 'any questions i', 'answer any', 'to answer any']","['Nurses were kind to answer any questions I had.', 'Nurses were kind to answer any questions I had.', 'Nurses were kind to answer any questions I had.']"
MUMH: 9 West,31,15,31_were kind to_were kind_nurses were kind_kind to answer,"['were kind to', 'were kind', 'nurses were kind', 'kind to answer', 'kind to', 'answer any questions', 'had nurses were', 'any questions i', 'answer any', 'to answer any']","['Nurses were kind to answer any questions I had.', 'Nurses were kind to answer any questions I had.', 'Nurses were kind to answer any questions I had.']"
MGSH: Inpatient Rehabilitation,0,126,0_20 minutes_20 minutes about_to a technician_technician for about,"['20 minutes', '20 minutes about', 'to a technician', 'technician for about', 'technician for', 'talked to a', 'talked to', 'my day', 'minutes about her', 'minutes about']","['I talked to a technician for about 20 minutes about her day and my day.', 'I talked to a technician for about 20 minutes about her day and my day.', 'I talked to a technician for about 20 minutes about her day and my day.']"
MGSH: Inpatient Rehabilitation,1,126,1_doctors nurses and_for the_were grateful_were grateful for,"['doctors nurses and', 'for the', 'were grateful', 'were grateful for', 'the doctors nurses', 'the doctors', 'patients were grateful', 'patients were', 'nurses and volunteers', 'nurses and']","['Patients were grateful for the doctors, nurses, and volunteers.', 'Patients were grateful for the doctors, nurses, and volunteers.', 'Patients were grateful for the doctors, nurses, and volunteers.']"
MGSH: Inpatient Rehabilitation,2,126,2_less wait times_a lot_lot of nurse_lot of,"['less wait times', 'a lot', 'lot of nurse', 'lot of', 'of nurse', 'less wait', 'due to a', 'due to', 'a lot of', 'of nurse staff']","['Less wait times due to a lot of nurse staff', 'Less wait times due to a lot of nurse staff', 'Less wait times due to a lot of nurse staff']"
MGSH: Inpatient Rehabilitation,3,126,3_were kind_wait times nurses_very little wait_very little,"['were kind', 'wait times nurses', 'very little wait', 'very little', 'times nurses were', 'times nurses', 'nurses were kind', 'nurses were', 'little wait times', 'little wait']","['Very little wait times, nurses were kind', 'Very little wait times, nurses were kind', 'Very little wait times, nurses were kind']"
MGSH: Inpatient Rehabilitation,4,126,4_to talk_to talk to_talk to patients_talk to,"['to talk', 'to talk to', 'talk to patients', 'talk to', 'fun to talk', 'fun to', 'to patients fun', 'patients fun to', 'patients fun', 'to patients']","['fun to talk to patients', 'fun to talk to patients', 'fun to talk to patients']"
MGSH: Inpatient Rehabilitation,5,126,5_nurses gave_great attitude nurses_great attitude_attitude nurses gave,"['nurses gave', 'great attitude nurses', 'great attitude', 'attitude nurses gave', 'attitude nurses', 'nurses gave great', 'gave great attitude', 'gave great', '', '']","['Great attitude nurses gave', 'Great attitude nurses gave', 'Great attitude nurses gave']"
MGSH: Inpatient Rehabilitation,6,126,6_talking to patients_to patients talking_patients talking to_patients talking,"['talking to patients', 'to patients talking', 'patients talking to', 'patients talking', 'to patients', 'talking to', '', '', '', '']","['talking to patients', 'talking to patients', 'talking to patients']"
MGSH: Inpatient Rehabilitation,7,126,7_to the_the parents_talking to the_to the parents,"['to the', 'the parents', 'talking to the', 'to the parents', 'the parents talking', 'parents talking to', 'parents talking', 'talking to', '', '']","['talking to the parents', 'talking to the parents', 'talking to the parents']"
MUMH: 7 East/IMC,0,201,0_a nurse_week volunteering in_i discussed my_in this floor,"['a nurse', 'week volunteering in', 'i discussed my', 'in this floor', 'my first week', 'in this', 'my role', 'i discussed', 'floor i discussed', 'floor i']","['Since this was my first week volunteering in this floor, I discussed my role with a nurse.', 'Since this was my first week volunteering in this floor, I discussed my role with a nurse.', 'Since this was my first week volunteering in this floor, I discussed my role with a nurse.']"
MUMH: 7 East/IMC,1,201,1_as it_to me as_day the head_day the,"['as it', 'to me as', 'day the head', 'day the', 'my first day', 'first day', 'first day the', 'head nurse', 'head nurse especially', 'it was']","['The staff were really kind to me as it was my first day, the head nurse especially', 'The staff were really kind to me as it was my first day, the head nurse especially', 'The staff were really kind to me as it was my first day, the head nurse especially']"
MUMH: 7 East/IMC,2,201,2_and nice_and nice they_were very_welcoming and nice,"['and nice', 'and nice they', 'were very', 'welcoming and nice', 'welcoming and', 'very welcoming and', 'very welcoming', 'they showed me', 'they showed', 'the rn were']","['The charge nurse and the RN were very welcoming and nice. they showed me around.', 'The charge nurse and the RN were very welcoming and nice. they showed me around.', 'The charge nurse and the RN were very welcoming and nice. they showed me around.']"
MUMH: 7 East/IMC,3,201,3_a doctor_was really inspiring_about his_am trying to,"['a doctor', 'was really inspiring', 'about his', 'am trying to', 'his career which', 'am trying', 'also become a', 'also become', 'about his career', 'because i']","['I talked to a doctor about his career which was really inspiring because I am trying to also become a doctor.', 'I talked to a doctor about his career which was really inspiring because I am trying to also become a doctor.', 'I talked to a doctor about his career which was really inspiring because I am trying to also become a doctor.']"
MUMH: 7 East/IMC,4,160,4_have insightful conversations_and have_talk to a_new nurse and,"['have insightful conversations', 'and have', 'talk to a', 'new nurse and', 'new nurse', 'insightful conversations', 'was able to', 'have insightful', 'talk to', 'and have insightful']","['Was able to talk to a new nurse and have insightful conversations', 'Was able to talk to a new nurse and have insightful conversations', 'Was able to talk to a new nurse and have insightful conversations']"
MUMH: 7 East/IMC,5,41,5_have insightful conversations_and have_talk to a_new nurse and,"['have insightful conversations', 'and have', 'talk to a', 'new nurse and', 'new nurse', 'insightful conversations', 'was able to', 'have insightful', 'talk to', 'and have insightful']","['Was able to talk to a new nurse and have insightful conversations', 'Was able to talk to a new nurse and have insightful conversations', 'Was able to talk to a new nurse and have insightful conversations']"
MGSH: IMC (3 East & 3 West),-1,579,-1_a patient_very nicely when_juice for a_juice for,"['a patient', 'very nicely when', 'juice for a', 'juice for', 'me very', 'got an orange', 'nicely when', 'nurses thanked me', 'got an', 'for a patient']","['One of the nurses thanked me very nicely when I got an orange juice for a patient!', 'One of the nurses thanked me very nicely when I got an orange juice for a patient!', 'One of the nurses thanked me very nicely when I got an orange juice for a patient!']"
MGSH: IMC (3 East & 3 West),0,412,0_a patient_very nicely when_juice for a_juice for,"['a patient', 'very nicely when', 'juice for a', 'juice for', 'me very', 'got an orange', 'nicely when', 'nurses thanked me', 'got an', 'for a patient']","['One of the nurses thanked me very nicely when I got an orange juice for a patient!', 'One of the nurses thanked me very nicely when I got an orange juice for a patient!', 'One of the nurses thanked me very nicely when I got an orange juice for a patient!']"
MGSH: IMC (3 East & 3 West),1,10,1_a patient_very nicely when_juice for a_juice for,"['a patient', 'very nicely when', 'juice for a', 'juice for', 'me very', 'got an orange', 'nicely when', 'nurses thanked me', 'got an', 'for a patient']","['One of the nurses thanked me very nicely when I got an orange juice for a patient!', 'One of the nurses thanked me very nicely when I got an orange juice for a patient!', 'One of the nurses thanked me very nicely when I got an orange juice for a patient!']"
